,date,成交量,1,2,3,4,5,6,7,7+,涨停数,跌停数,炸板率,连板高度,连板股数,连板溢价,l_emo,l_bar,h_bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
73,20200423,6704.02637934,51,11,5,4,0,1,0,0,72,7,0.2,6,72,5.024966666666667,22.404054054054058,24.241176470588236,9.0,-0.5824408257317373,0.4616151545363908,20.864191580278913,0.5653040877367896,18.658556004969846,0.4097706879361914,42-58%
74,20200424,6250.68666977,0,3,4,3,1,0,0,0,33,37,0.3653846153846153,5,11,2.754295238095238,10.348333333333333,24.10808823529412,9.0,-1.9403652844308823,0.39980059820538383,17.019165324571148,0.3688933200398804,18.2299255562519,0.38783649052841473,10-42%
75,20200427,5565.414144619999,43,0,0,1,2,0,0,0,46,45,0.3333333333333333,5,46,-0.0657636363636363,10.535526315789472,23.975,9.0,-3.8134540694066104,0.3020937188434696,12.236248458985301,0.13559322033898302,18.01582913622456,0.3788634097706879,10-42%
76,20200428,6737.195593529999,26,6,2,0,0,0,0,0,34,47,0.2608695652173913,3,34,-3.3368333333333333,8.26818181818182,23.65054347826087,9.0,-5.406325173433025,0.22233300099700892,9.543825956937798,0.03589232303090728,17.54155099047008,0.34596211365902296,10-42%
77,20200429,5326.37414065,38,7,2,1,0,0,0,0,48,25,0.2835820895522388,4,48,-0.1385749999999999,11.040384615384616,23.326086956521742,9.0,-6.295784639639891,0.1814556331006979,9.786469681634156,0.04386839481555338,17.22636591869601,0.33000997008973076,10-42%
78,20200430,6788.54473959,64,8,7,1,1,0,0,0,81,10,0.1818181818181818,5,81,10.015155555555555,22.381645569620254,23.21304347826087,9.0,-5.0665320081196565,0.24127617148554337,15.444590101354343,0.2861415752741775,17.52566639419576,0.34197407776669986,10-42%
79,20200506,7209.22585058,64,14,5,5,1,0,0,0,89,10,0.1188118811881188,5,89,7.174364705882353,25.862499999999997,23.1,8.5,-2.4926326400219985,0.3688933200398804,22.159819559396304,0.6331006979062812,18.065042882291,0.37986041874376875,10-42%
80,20200507,6670.783418770001,36,9,5,3,2,0,0,0,55,7,0.2567567567567567,5,55,2.5951440000000003,18.308950617283948,23.21304347826087,8.0,-2.048263195732641,0.3928215353938186,22.130113347788715,0.6321036889332003,17.954246307354637,0.37387836490528414,10-42%
81,20200508,6872.978915090001,55,6,3,1,3,2,0,0,70,4,0.1358024691358024,6,70,5.381584210526316,22.987195121951217,23.1,8.0,-0.8863503560923682,0.4416749750747757,21.430236939174947,0.6001994017946162,17.882461098857394,0.3609172482552343,42-58%
82,20200511,6845.61408902,40,5,2,3,1,2,2,0,55,3,0.2666666666666666,7,55,7.377113333333333,22.53222891566265,23.04359756097561,8.0,0.1694636606800195,0.5094715852442673,22.092097808578487,0.6301096709870389,17.896490386588876,0.36590229312063804,42-58%
83,20200512,5989.256853109999,35,8,1,2,2,1,2,2,53,4,0.1846153846153846,8,53,7.281406666666667,24.80833333333333,22.987195121951217,8.0,1.1010895310038293,0.5702891326021935,23.567818224115975,0.6859421734795613,17.912099620823113,0.36789631106679965,42-58%
84,20200513,5810.33089415,52,9,2,1,2,2,1,4,73,3,0.1797752808988764,9,73,6.4085,30.054411764705883,23.04359756097561,8.0,2.9017257670860026,0.6669990029910269,26.696501004016064,0.8045862412761715,19.176960819918136,0.4416749750747757,58-90%
85,20200514,6098.531073730001,27,6,5,1,0,2,2,5,48,1,0.3043478260869565,10,48,6.972,28.60174418604651,23.1,8.0,4.525172459832692,0.7467597208374875,28.650116279069763,0.8544366899302094,20.40286358919598,0.5014955134596211,58-90%
